gene_id	gene_name	Nac_oxy_1	Nac_oxy_2	Nac_oxy_3	Nac_oxy_4	Nac_oxy_5	Nac_oxy_6	Nac_oxy_7	Nac_oxy_8	Nac_Sal_1	Nac_Sal_2	Nac_Sal_3	Nac_Sal_4	Nac_Sal_5	Nac_Sal_6	Nac_Sal_7	Nac_Sal_8
ENSMUSG00000092338	Gm26940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092339	Gm4831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092340	Olfr754-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092341	Malat1	36741	131488.999	144480	116561.001	71795	136795	146888.999	120854	186567	95929.999	19030.113	204295.999	125225	172256	21971.075	151332.999
ENSMUSG00000092342	Esp31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092343	Gm20525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092344	Hspe1-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092345	Gm20503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092346	Tlx1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092349	Platr17	2	0	4	1	3	4	0	0	6	1	0	1	4	2	0	0
ENSMUSG00000092350	Vmn1r-ps62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092351	Vmn1r-ps64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092352	Vmn2r-ps74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092353	Gm20539	0	0	0	1	0	0	2	6	7	0	0	0	0	1	0	0
ENSMUSG00000092354	Gm20548	0	1	2	1	0	0	0	1	0	0	1	0	3	0	1.555	0
ENSMUSG00000092356	Gm20532	0	0	0	0	0	0	0	0	0	0	0	0	0	11.235	0	0
ENSMUSG00000092357	Vmn2r-ps83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092358	Gm20430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092359	Vmn1r-ps68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092360	Gm20441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.048	0
ENSMUSG00000092362	Gm20392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092363	Gm20391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092364	Gm20476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092365	BC023719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092366	Gm17782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092367	Gm20479	0	0	0	0	0	0	0	0	0	0	0	0	2.289	0	0	0
ENSMUSG00000092368	A930015D03Rik	3	9	13	8	2	21	22	17	5	10	0	5	3	18	1.145	5
ENSMUSG00000092369	1700039E22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092370	Vmn2r-ps58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092371	Gm20511	1	2	1	0	1	3	5	0	5	3	0	1	1	3	0	0
ENSMUSG00000092372	Olfr296-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092373	Gm20535	0	7	11	6	4	9	7	3	6	3	2	5	9	0	4	7
ENSMUSG00000092374	Gm6623	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000092375	A730060N03Rik	6	13	23	20	12	14	20	12	12	35	8	32	36	12	3.911	17
ENSMUSG00000092376	Gm19203	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000092377	Gm20549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092381	Gm20512	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092382	Vmn2r-ps59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092383	H2-Pb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092384	Gm4189	2	2	1	2	0	0	5	4	2	2	0	3	2	0	1	3
ENSMUSG00000092385	Gm20401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092386	Gm20536	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5.444	0
ENSMUSG00000092387	Gm7648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092388	Olfr306-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092389	Gm20483	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000092390	Gm20541	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092392	Gm20546	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092393	Gm20399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092394	Gm20445	0	3	0	1	2	1	3	0	3	2	0	0	2	5	2	0
ENSMUSG00000092395	Gm20463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.981	0
ENSMUSG00000092396	Olfr758-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092397	C130080G10Rik	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000092398	Vmn1r-ps59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092399	4930556N13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092401	Olfr300-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092402	Gm20485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092403	Gm20497	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000092404	Gm9921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092405	Gm20402	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000092406	Gm20462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092408	Vhl-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092409	Gm9613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092410	Gm18354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092411	Gm5594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092412	Gm20507	9.374	17.902	23.811	19.161	10.737	6.393	12.335	8.096	36.002	27.447	0	38.91	10.557	36.013	10.987	24.877
ENSMUSG00000092413	Olfr115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092414	Gm20453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092415	Gm20513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092416	Zfp141	30.822	193.106	205.741	156.841	97	166.35	119.207	178.997	239.769	86.207	12	302.28	119.284	265.929	31.678	136.323
ENSMUSG00000092417	Gpank1	21	159	157	112.001	84	134	61	104.999	142	56	11	169	59	185.001	14	157
ENSMUSG00000092418	Gm20406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092419	Vmn2r-ps86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092422	Vmn2r-ps65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092425	Gm8018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092426	Gm18779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092427	Vmn1r-ps69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092428	Gm20545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092429	Gm18958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092431	Vmn2r-ps70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092433	Vmn2r-ps40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092435	Gm20526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092437	Rpl9-ps9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092438	Gm18734	0	0	0	0	0	0	0	1.029	0	0	0	0	0	0	0	0
ENSMUSG00000092439	Vmn2r-ps37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000092440	Vmn2r-ps78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092441	Vmn2r-ps46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092443	Gm20726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092444	Gm18733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092447	Gm7696	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0
ENSMUSG00000092448	Gm20387	10	30	44	39	10	47	23	23	26	10	0	31	23	31	2.06	16
ENSMUSG00000092450	Vmn1r-ps31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092451	Vmn2r-ps56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092452	Vmn2r-ps45	0	0	0	0	0	0	0	0	11.16	0	0	0	0	0	0	0
ENSMUSG00000092454	Gm2991	0	2	1.009	0	0	7	0	1	0	1	0	4	1	1.007	1	2
ENSMUSG00000092455	Gm20456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092456	V1rd19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092457	Gm8835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000092458	Gm18737	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000092460	Gm8878	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000092461	Gm18833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092462	Vmn1r-ps83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092463	Gm20489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092464	Gm8902	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000092465	Gm20472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092466	Vmn1r-ps57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092467	Gm18360	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000092468	Gm18520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092469	Gm20395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092470	Gm20518	2.381	31	21.25	17.555	3.525	5.079	5.203	25.262	19.989	3.35	0	26.804	6.332	32.997	5.718	34.988
ENSMUSG00000092471	Cyp21a2-ps	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092472	Gm20473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092473	Vmn1r180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092474	Gm20478	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000092476	Vmn1r-ps65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092477	Gm18808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092480	Gm20495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092482	Gm20531	0	4	2	2	5	0	0	1	0	0	0	4	3	5	1.021	6
ENSMUSG00000092483	Gm20421	2	1	2	3	0	0	0	7	3	3	0	0	1	3	3	0
ENSMUSG00000092485	Rpl9-ps5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092486	2610524H06Rik	18	118	116	71.621	71	111	71.239	109.583	122	69.042	20	166.798	63.309	147.497	35	131.283
ENSMUSG00000092487	Vmn1r-ps71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092488	Gm18159	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092489	Vmn1r-ps53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092490	Gm20482	1	13.107	6.914	3.041	1	1	5	0	0	10	2	6.12	4	16	1	1
ENSMUSG00000092492	B230208B08Rik	0	0	1	1	0	0	0	2	0	0	0	0	0	1	2	0
ENSMUSG00000092493	Gm20451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092494	Gm20420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092495	Gm20405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092496	Vmn1r-ps84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092499	1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092500	Gm20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092502	Gm4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092503	Gm20484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092504	Gm20396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092505	Gm19246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092506	Vmn1r-ps77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092507	Gm4558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092508	H2-M10.5-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092509	Gm20394	1	10	6	13	1	8	8	6	1	10	0	4	12	14	2	11
ENSMUSG00000092510	Gm18343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000092511	Gm20547	0	0	0	0	0	0	3.065	0	0	0	0	0	1.11	0	0	0
ENSMUSG00000092512	Gm4152	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000092513	Gm20542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092514	Vmn1r-ps86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092515	C87198	0	0	0	0	0	0	3	0	9	0	0	0	1	0	0	0
ENSMUSG00000092516	Gm20397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092517	Art2a-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092518	Fam71e2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000092519	Actl9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSMUSG00000092520	Gm3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092521	Gm4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092522	Gm20389	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000092523	Gm18191	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092524	Olfr756-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092525	Gm20461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092526	Gm17907	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000092528	Nlrp1c-ps	3	11	17	12	4	17	12	22	15	7	2	8	10	14	1	18
ENSMUSG00000092529	Vmn2r-ps80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092530	Vmn2r-ps64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092532	Vmn2r-ps84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092533	Vmn2r-ps72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092534	Pagr1b	0	3.143	2.882	1.33	0	0	5.291	0	0	0	0	0	0	7.182	0	0
ENSMUSG00000092535	Vmn1r-ps61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092536	Gm20501	2	9	9	3	0	1	4	5	6	6	0	7	0	19	3	4
ENSMUSG00000092538	Vmn2r-ps55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092539	Gm20468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092540	Gm8738	2	0	1	1	3	0	1	0	0	5	0	2	13	0	0	0
ENSMUSG00000092541	Gm20537	4.669	1.207	0	0	2.232	0	0	0	0	1.053	0	0	1.078	0	0	0
ENSMUSG00000092542	Olfr757-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092543	Skiv2l-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092544	Gm20422	4.949	10.265	1.995	10.894	0	1.637	0	17.912	9.999	4.465	0	6.913	12.263	0	0	0
ENSMUSG00000092545	Gm20319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092547	Vmn1r-ps80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092548	Vmn2r-ps41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092549	Gm20491	11	22	29	35	25	14	34	32	62	49	5	11	51	26	6	17
ENSMUSG00000092550	Gm20496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092551	Gm20287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092552	Gm4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092553	Gm20428	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092554	Gm18128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092555	Stk-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092556	Olfr755-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092557	Gm8696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092558	Med20	101.476	375.462	399.793	244.6	173.462	314.763	293.157	356.534	375.248	272.081	31.334	463.026	218.768	545.446	44.605	323.839
ENSMUSG00000092559	Gm20475	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSMUSG00000092560	Gm8750	1.02	0	3.012	3.018	0	1.001	0	1.003	3.009	4.111	0	0	2.057	0	1	0
ENSMUSG00000092561	Gm4011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092562	Gm20414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092563	Gm3617	1	8	2	9	0	6	9	3	3	6	1	3	14	4	1	0
ENSMUSG00000092564	BC051226	4	39	22	10	15	25	3	24	25	9	4	22	9	31	2	22
ENSMUSG00000092565	Gm20477	0	0	0	3	0	0	3	0	0	0	0	0	1	0	0	0
ENSMUSG00000092566	Gm20409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092567	Vmn2r-ps73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092568	Olfr759-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092569	Gm20544	0	0	2	2	0	2	0	0	13	1	0	2	0	4	0	0
ENSMUSG00000092570	2210019I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092571	Gm4134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092572	Serpinb10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000092573	Vmn2r-ps43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092574	2810047C21Rik1	0	1.606	5.342	0	0	0	0	4	0	0	0	4.88	0	0	0	0
ENSMUSG00000092575	Gm5583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092576	Obox4-ps35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092577	Gm7393	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.002	0
ENSMUSG00000092578	4930488B22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092579	Vmn1r62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092580	Vmn1r-ps45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092581	Gm3211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092583	Vmn2r-ps53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092584	Gm18199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092586	Ly6g6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092587	Vmn2r-ps85	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ENSMUSG00000092588	Gm20534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092591	Gm20429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092592	Gm20449	1	14	11.553	11.999	4	10.639	24	15.873	8.015	15.174	2	16.772	4.661	11.839	0	20
ENSMUSG00000092593	Gm20492	0	3	0	0	2	0	0	0	4	1	0	0	2	2	0	2
ENSMUSG00000092595	Gm20427	13.71	7.816	22.885	8.678	32.729	6.576	0	24.483	10.896	45.237	19.886	44.977	15.261	75.916	0	10.478
ENSMUSG00000092596	Gm20490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092597	Gm20486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092599	1700010K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092600	Gm20442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092601	Olfr760-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092602	4931413I07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092603	Gm20386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092604	Gm20508	0	0	0	0	2	0	0	0	10	2	0	2	0	0	0	2
ENSMUSG00000092606	Gm20450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092607	Scnm1	31	145.001	152	85.001	72	122.999	93.001	179	184	134	18	235	92.001	270	21.001	170
ENSMUSG00000092608	Vmn2r-ps81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092609	Gm20481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832	0
ENSMUSG00000092610	Vmn1r-ps67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092611	Vmn2r-ps42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092612	Gm18604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092614	Vmn2r-ps47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092615	Olfr762-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092616	Vmn1r-ps74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092617	Gm8412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000092618	Btnl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092619	Gm20438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092620	Gm18201	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092621	Vmn2r-ps66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092622	Khdc3	2	9	3	0	4	0	6	4	5	1	0	4	10	3	1	0
ENSMUSG00000092624	Gm3654	0	4	1	0	1	0	3	0	0	0	0	2	0	0	0	0
ENSMUSG00000092625	Gm20404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092626	9130230N09Rik	2	6	14	5	4	7	7	2	17	4	0	14	2	2	1	12
ENSMUSG00000092627	D130058E05Rik	0	4	7	2	1	5	0	0	7	4	0	13	3	12	1	2
ENSMUSG00000092628	Vmn2r-ps71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092629	Vmn1r-ps85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092631	Vmn1r-ps54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092633	Mir3962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092636	Gm26381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092638	Mir5112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092639	Mir3964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092641	Gm23563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092643	Gm23562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092644	Gm23564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092647	Gm22234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092648	Gm23566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092650	Gm25241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092652	Mir3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092653	Gm25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092655	Gm25238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092656	Gm25239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092657	Gm25240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
