gene_id	gene_name	Sham_oxy_1	Sham_oxy_2	Sham_oxy_3	Sham_oxy_4	Sham_Sal_1	Sham_Sal_2	Sham_Sal_3	Sham_Sal_4	SNI_oxy_1	SNI_oxy_2	SNI_oxy_3	SNI_oxy_4	SNI_Sal_1	SNI_Sal_2	SNI_Sal_3	SNI_Sal_4
ENSMUSG00000104837	RP23-118K12.1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1
ENSMUSG00000104838	RP23-211L5.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104839	RP23-440C1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104840	mmu-mir-7230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104841	RP24-271G16.1	0	0	0	0	0	0	2	0	1	0	0	2	0	2	0	0
ENSMUSG00000104842	RP23-348H21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104843	RP23-255N3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104844	AC124193.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104845	RP24-126A19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104846	RP24-230L5.4	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
ENSMUSG00000104847	RP24-299M10.2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104848	SNORA43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104849	Igkv13-89-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104850	RP23-256O22.3	0	1	0	1	1	1	2	0	3	4	0	0	0	1	4	0
ENSMUSG00000104851	RP24-496C22.5	3	16	14	19	14	5	19	10	14	10	23	16	18	0	15	0
ENSMUSG00000104852	RP23-7E4.3	6	63	42	58	37	22	25	3	18	56	50	34	74	1	41	7
ENSMUSG00000104853	Olfr375-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104854	mmu-mir-7116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104855	RP23-169H9.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104856	U3	434.916	0	225.358	985.438	1132.337	557.902	726	545.615	1251.852	0	624.239	877.528	883.844	0	619.799	283.581
ENSMUSG00000104857	SCARNA15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104858	mmu-mir-136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104859	RP24-176P19.1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ENSMUSG00000104860	RP24-374F22.1	1	4	0	0	3	0	7	0	0	3	4	4	0	3	5	1
ENSMUSG00000104861	RP24-490H13.4	19	35	21	23.49	28.588	37	41.969	38.602	37.566	29.417	44	41.352	48	0	36	7
ENSMUSG00000104862	RP23-287M3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104863	AC121821.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104864	RP24-209L5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104865	RP24-224P21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104866	RP23-240A11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104867	RP23-396K2.2	4	3	1	4	0	0	0	0	2	2	0	0	2	0	2	0
ENSMUSG00000104868	RP23-37I24.1	14	7	4	80	7	25	32	13	16	9	2	11	14	4	13	8.781
ENSMUSG00000104869	RP23-54L16.2	3	0	3	17	4	2	3	0	4	2	0	0	5	0	5	1
ENSMUSG00000104870	RP24-315J23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104871	RP24-231P10.2	26	53	35	37	34	28	43	19	18	52	20	38	9	2	36	6
ENSMUSG00000104872	RP23-431M7.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSMUSG00000104873	RP24-81J14.1	0	1	2	7	18	8	2	4	6	5	11	5	19	0	3	0
ENSMUSG00000104874	Gm16520	0	8	9	9	8	1	4	2	8	6	4	9	11	0	8	3
ENSMUSG00000104875	RP23-301L9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104876	Trdc	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104877	RP23-121M13.3	11	16	10	4	18	5	12	3	10	12	18	27	7	1	9	2
ENSMUSG00000104878	RP23-227I15.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000104879	AL954355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104880	AL645522.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104881	RP23-449N19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104882	RP23-397C5.5	0	1	1	0	0	2	0	0	3	2	0	1	0	0	1.013	1
ENSMUSG00000104883	Igkv14-134-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104884	mmu-mir-5046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104885	RP23-459I1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104886	RP23-123P10.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
ENSMUSG00000104887	RP24-471B15.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104888	RP23-182M12.4	0	4	1	0	4	1	0	0	0	0	0	2	0	0	1	0
ENSMUSG00000104889	RP23-340N4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104890	mmu-mir-3084-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104891	RP23-434H17.3	2	7	2	11	1	10	13	12	11	5	3	3	0	0	6	6
ENSMUSG00000104892	RP23-297D16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104893	RP23-409D19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000104894	RP24-496C22.1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000104895	RP23-53G23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104896	ACEA_U3	0	0	0	523.374	0	186.455	647.908	0	446.327	389.694	0	0	464.778	0	183.329	0
ENSMUSG00000104897	RP23-331L5.1	3	5	5	3	4	4	0	0	3	4	0	1	3	0	3	0
ENSMUSG00000104898	RP23-223I2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104899	RP23-370D2.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104900	AC117623.1	0	0	1	1	1	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000104901	RP24-277H8.1	34	97	43	44	95	40	68	45	72	71	36	91	50	5	85	14
ENSMUSG00000104902	RP24-291L17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104903	RP23-225M12.2	16	45	21	35	30	31	43	9	28	28	36	49	20	3	39	6
ENSMUSG00000104904	RP24-317M4.2	0	2	1	5	0	2	2	8	2	7	4	1	10	0	0	1
ENSMUSG00000104905	RP23-192D21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104906	RP23-293K21.5	0	1	1	1	3	0	0	0	0	0	0	7	3	0	0	0
ENSMUSG00000104908	RP24-104D12.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000104909	RP24-267D17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104910	RP24-500I24.5	3	27	7	11	2	10	17	11	7	4	3	13	12	2	16	0
ENSMUSG00000104911	AC133189.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104912	RP23-15G1.3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104913	RP24-324L19.3	16.422	62.472	27.208	62.133	29.459	97.425	65.321	83.636	85.204	98.384	49.444	25.438	85.669	9.068	42.448	9.11
ENSMUSG00000104914	mmu-mir-7061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104915	Trav15n-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104916	RP23-407I6.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000104917	RP23-477N9.2	1	0	0	7	14	0	5	0	8	1	0	4	4	0	6	1
ENSMUSG00000104918	RP23-427B4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ENSMUSG00000104919	RP24-296L6.3	17	62	21	59	31	22	32	23	37	60	32	63	27	0	44	6
ENSMUSG00000104920	RP23-250D22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000104921	ACEA_U3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104922	Igkv13-74-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104923	RP24-137F10.1	0	1.002	0	2.007	4.075	1	3	4	1	0	3	1.002	3	1.009	1.002	0
ENSMUSG00000104924	RP24-189M4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.242	0	0
ENSMUSG00000104925	RP23-70G12.3	22	27	11	30	25	29	31	4	19	19	13	20	29	8	37	1
ENSMUSG00000104926	mmu-mir-6947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104927	RP23-272P19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104928	RP24-448C16.8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104929	RP23-187D22.4	42	82	40	67	98	53	48	26	46	75	55	75	87	11	100	16
ENSMUSG00000104930	RP23-226J22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104931	Igkv1-136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104932	RP24-105J12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104933	mmu-mir-466e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104934	Igkv11-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104935	RP23-382L1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000104936	RP23-378O9.2	28	46	18	33	39	26	23	14	50	52	30	68	59	1	63	10
ENSMUSG00000104937	RP24-567O8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104938	RP24-293C5.5	33	85	47	48	24	38	31	22	47	63	40	63	18	6	69	5
ENSMUSG00000104939	RP23-402L6.1	2	12	6	7	4	20	10	12	24	15	12	6	27	1	15	6
ENSMUSG00000104940	RP23-370G17.3	0	8	1	7	3	0	10	4	3	3	0	11	9	0	13	0
ENSMUSG00000104941	RP23-364E18.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104942	RP24-113C21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104943	RP23-356K2.5	0	0	2	0	0	0	1	0	0	0	0	2	0	0	2	0
ENSMUSG00000104944	RP23-440G4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104945	RP24-179L19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000104946	RP24-409N2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000104947	RP23-339I6.1	0	2	0	3	11	1	0	0	2	0	0	1	0	2	1	0
ENSMUSG00000104948	AL671888.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104949	RP24-173D2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104950	RP23-434H17.6	6	36	19	28	14	51	53	27	28	33	19	27	33	0	26	5.362
ENSMUSG00000104951	RP23-371A16.4	12	10	6	5	13	19	10	5	7	10	8	13	20	0	28	1
ENSMUSG00000104952	RP23-261D18.2	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000104953	AC147560.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104954	RP23-373G12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104955	RP24-142B15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104956	RP24-212G3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104957	RP24-166J20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104958	mmu-mir-7238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104959	RP23-306G1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104960	Snhg8	20	59	48.637	121.351	79.052	173	228	120	143	126	162	83	102.182	11	38.812	25.134
ENSMUSG00000104961	RP24-448C16.6	0	0	0	0.5	0	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000104962	Trgj1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104963	RP23-50E10.7	20	55	36	52	59	25	29	22	30	51	28	46	47	6	54	5
ENSMUSG00000104964	RP24-104D12.2	3	5	3	13	5	4	4	3	2	2	7	8	4	0	5	0
ENSMUSG00000104965	RP23-132D7.2	9	17	10	22	44	32	17	15	42	22	25	29	10	1	24	2
ENSMUSG00000104966	RP24-292F8.3	1	8	5	5	15	4	5	3	12	3	0	4	6	0	17	0
ENSMUSG00000104967	RP23-218K6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104968	RP23-372C7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104969	RP23-461P7.1	17	59	20	37	15	51	39	36	64	46	17	78	66	3	54	6
ENSMUSG00000104970	RP24-374B14.8	0	1	3	1	7	2	9	1	1	2	0	1	2	0.681	2	0
ENSMUSG00000104971	RP23-71M14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104972	RP24-555M20.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104973	RP23-357D17.3	18	34	17	25	31	32	41	15	30	36	7	30	19	6	42	1
ENSMUSG00000104974	RP23-181F22.3	9	7	2	6	16	9.003	7	3	8	10	3	5.002	16	6	5	3
ENSMUSG00000104975	Iglj2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104976	RP23-70G12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104978	RP23-106N8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104979	mmu-mir-6994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104980	CH36-12I15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104981	RP23-381I16.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104982	RP23-307D8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104983	RP24-363K20.7	14	47	13	14	35	27	32	9	34	29	18	45	26	2	35	2
ENSMUSG00000104984	RP23-349J3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104985	RP23-50I16.1	2	2	6	3	1	4	0	3	2	1	0	0	0	0	1	0
ENSMUSG00000104986	RP23-7E4.9	0	6	2	2	6	6	9	8	4	7	3	3	0	1	2	2
ENSMUSG00000104987	RP23-120C8.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104988	RP24-285I4.2	3	3	2	0	0	0	3	1	3	0	0	0	1	0	4	6
ENSMUSG00000104989	AC084073.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104990	RP24-496C22.2	13	27	11	14	13	3	6	3	9	17	8	21	5	2	33	2
ENSMUSG00000104991	AL645685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104992	RP23-276I11.1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104993	RP23-313F5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104994	RP23-276C23.3	18	59	23	24	32	30	19	18	40	33	5	91	24	0	58	6
ENSMUSG00000104995	RP23-211L5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104996	mmu-mir-6924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104997	AL592149.1	0	0	0	0	0	0	0	0	0.1	0.1	0	0.1	0	0	0.111	0
ENSMUSG00000104998	RP23-243E17.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104999	RP24-435H23.1	0	4	2	4	3	2	0	0	5	6	0	21	0	0	9	0
ENSMUSG00000105000	RP23-402L6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105001	AC117232.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105002	mmu-mir-6375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105003	RP23-1B20.2	4	28	15	33	18	21	12	17	28	19	25	26	41	0	34	4
ENSMUSG00000105004	RP24-316D12.2	1	7	1	7	0	2	14	2	6	2	0	1	0	0	1	0
ENSMUSG00000105005	RP23-234A12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105006	RP24-142B15.11	2	5	2	8	13	11	13	7	5	9	8	6	8	4	5	0
ENSMUSG00000105007	RP24-76K4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105008	RP23-173N16.8	1	1	3	3	0	0	0	0	1	0	0	0	3	0	1	0
ENSMUSG00000105009	RP23-152K14.2	0	2	0	0	0	0	1	2	0	0	0	0	0	2	5	0
ENSMUSG00000105010	mmu-mir-219b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105011	RP23-105B8.2	16	48	39	35	44	13	25	21	23	48	24	33	30	3	32	6
ENSMUSG00000105012	RP23-94M23.3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000105013	RP23-265M4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105014	AL589651.1	0	0	0	0	0	0	0	0	0.1	0.1	0	0.1	0	0	0.111	0
ENSMUSG00000105015	RP23-100B7.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105016	RP23-27G7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105017	RP24-155C13.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000105018	RP24-102B13.5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000105019	RP23-337H1.2	0	1	0	9	0	0	7	0	1	1	0	0	0	2	1	0
ENSMUSG00000105020	RP24-478I4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105021	RP24-275F18.1	0	1	6	2.012	2	3	1.002	0	9.027	2	0	2	9	0	0	2
ENSMUSG00000105022	RP23-151D16.2	0	2	0	0	1	0	0	1	1	4	0	0	0	0	0	1
ENSMUSG00000105023	RP24-303G10.2	2	10	4	9	10	4	6	0	7	12	6	19	5	0	4	1
ENSMUSG00000105024	RP23-424M12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105025	U3	440.709	119.817	185.266	520.824	1096.277	554.03	726.203	567.89	1243.167	0	628.526	891.325	841.518	0	613.188	274.355
ENSMUSG00000105026	RP23-257I21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105027	RP23-72O23.4	0	0	0	0	2	1	0	0	3	0	0	0	0	0	1	0
ENSMUSG00000105028	RP23-374P12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105029	AC164538.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105030	mmu-mir-9768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105031	Gm3511	0	0	0	0	0	1.003	0	0	1.006	0	0	1	9	0	0	0
ENSMUSG00000105032	RP24-224N3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105033	RP23-24K16.2	1	3	1	5	0	5	1	8	2	2	5	6	15	0	4	0
ENSMUSG00000105034	RP23-223I2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105035	RP24-499N1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105036	RP23-343F16.2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000105037	ACEA_U3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105038	RP23-324H16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105039	RP23-363M4.1	0	0	0	0	0	0	0	0	0	1	3	0	6	0	0	0
ENSMUSG00000105040	Ube2l3-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105041	RP23-10F17.3	2	3	2	4	7	5	12	5	1	1	1	10	8	0	4	0
ENSMUSG00000105042	RP23-443N7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000105043	Igkv1-108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105044	RP23-396K22.4	2	4	3	2	5	3	4	1	3	1	0	3	6	0	2	2
ENSMUSG00000105045	Rpl9-ps8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000105046	AL929186.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105047	RP23-11P12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105048	RP24-230J14.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105049	RP24-340K5.2	9	20	12	5	35	3	12	5	5	12	15	14	6	9	18	1
ENSMUSG00000105050	RP23-458G12.2	18	17	14	23	28	5	20	12	12	22	18	25	26	4	35	3
ENSMUSG00000105051	RP23-62K10.1	0	10	5	11	7	3	2	0	3	2	11	2	0	0	6	0
ENSMUSG00000105052	RP23-56M18.4	0	0	0	0	0	0	0	0	0	0	0	0	0	4.295	0	0
ENSMUSG00000105053	RP24-180F7.1	0	0	0	0	17.367	0	14.966	0	0	4.136	0	0	0	0	2.171	0
ENSMUSG00000105054	RP24-373A18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105055	RP23-218L17.3	0	31.054	13.996	37.504	54.527	42.073	26.481	25.608	25.438	26.798	9.316	35.175	49.165	0	31.916	10.318
ENSMUSG00000105056	RP23-307I19.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105057	RP23-71G16.7	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000105058	RP23-113O9.3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0
ENSMUSG00000105059	RP24-258A20.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2
ENSMUSG00000105060	snoZ196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105061	RP23-452K12.18	0	0	0	0	0	1.252	0	0	0	0	3.488	0	0	0	0	0
ENSMUSG00000105062	RP23-114F4.3	4	5	5	2	0	0	0	0	3	1	7	7	0	0	4	0
ENSMUSG00000105063	RP23-137F6.5	3	21	19	11	12	11	12	3	24	18	24	34	11	2	20	3
ENSMUSG00000105064	AC131325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105065	RP23-1B20.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ENSMUSG00000105066	Iglj4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105067	RP23-234G15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105068	RP23-465J5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105070	Trav3n-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105071	RP24-555M20.3	14	24	18	44	37	34	55	25	23	20	19	33	16	8	43	4
ENSMUSG00000105072	AC122428.1	0	0	0	0	0	0	0	0	2.478	0	0	0	0	0	0	0
ENSMUSG00000105073	RP23-117K10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105074	RP24-354P12.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000105075	RP24-173D2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105076	RP24-324L19.4	4	5	2	3	6	17	16	0	9	9	4	8	11	1	3	7.141
ENSMUSG00000105077	RP24-325G15.2	0	1	0	0	0	0	1.033	0	0	0	0	0	0	0	0	0
ENSMUSG00000105078	RP23-57P23.4	0	0	0	0	0	3	3	1	5	0	6	3	4	0	0	0
ENSMUSG00000105079	RP23-358D12.1	6	14	8	7	29	4	3	4	2	11	4	11	11	0	19	4
ENSMUSG00000105080	Trav7n-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105081	RP24-86E4.1	0	0	0	0	0	2	0	0	1	1.037	0	2	0	0	1	0
ENSMUSG00000105082	Aqp10-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105083	RP23-333I5.9	1	5	1	6	11	1	3	0	0	2	0	11	0	0	5	0
ENSMUSG00000105084	RP24-529E15.3	11.11	15.125	15.126	12.104	17.153	8.04	18.107	4.007	14.188	19.116	9.173	17.428	42.76	5	16.148	0
ENSMUSG00000105085	RP24-333H9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105086	RP23-79E5.4	0	4	2	0	6	3	7	0	5	2	0	0	4	1	3	0
ENSMUSG00000105087	RP24-560A18.2	5	12	3	4	9	2	4	0	11	7	1	5	7	1	2	1
ENSMUSG00000105088	RP23-409I5.3	0	1	1	6	0	1	0	0	2	1	0	0	0	0	1	1
ENSMUSG00000105089	RP23-415O9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105090	Trav15-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105091	RP23-443N7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105092	RP24-445D5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
