task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
296	c1/49aea0	15611460	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:31:01.442	1m 26s	1m 7s	29.7%	6.9 MB	208.4 MB	2.6 GB	5.4 KB
297	a5/acde49	15611453	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_oxy_3)	COMPLETED	0	2025-09-30 23:30:52.890	1m 40s	1m 20s	29.3%	7 MB	208.4 MB	3.2 GB	5.4 KB
303	a7/cca42c	15611470	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:31:07.092	1m 26s	1m 10s	30.0%	7 MB	208.4 MB	2.6 GB	5.4 KB
261	9d/1c78b2	15611494	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:31:18.325	1m 19s	38s	85.4%	672.5 MB	1.4 GB	246.8 MB	41.9 MB
275	96/925257	15611447	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:30:47.456	1m 55s	1m 42s	36.5%	6.9 MB	208.4 MB	3.4 GB	5.4 KB
284	9c/db5fe7	15611482	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:31:12.687	1m 35s	1m 17s	26.3%	7 MB	208.4 MB	2.8 GB	5.4 KB
289	82/5d57d7	15611491	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:31:16.949	1m 31s	1m 8s	38.6%	6.9 MB	208.4 MB	2.7 GB	5.4 KB
163	51/9c7bdd	15611146	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:13:52.661	18m 55s	16m 24s	69.5%	21.7 GB	32.8 GB	5.4 GB	2.9 GB
306	df/f5c2e2	15611489	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_Sal_8)	COMPLETED	0	2025-09-30 23:31:16.000	1m 36s	1m 14s	35.1%	6.9 MB	208.4 MB	2.8 GB	5.4 KB
317	31/dc09a2	15611518	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:31:35.724	1m 17s	18s	34.6%	7.5 MB	18.5 MB	366.4 MB	366.4 MB
315	65/114f7f	15611515	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:31:33.974	1m 24s	45s	73.8%	9.2 MB	209.5 MB	972.8 MB	257 KB
319	f4/160175	15611521	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:31:47.653	1m 10s	10s	50.3%	7.7 MB	18.5 MB	359.8 MB	359.7 MB
159	1d/bbdfd6	15611121	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:12:18.613	20m 54s	18m 27s	72.9%	22.7 GB	32.9 GB	6.6 GB	3.5 GB
293	ed/2d16d5	15611499	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:31:20.833	1m 57s	1m 31s	74.7%	9.2 MB	209.9 MB	1.9 GB	268.5 KB
272	df/118d46	15611485	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:31:14.301	2m 3s	1m 45s	25.4%	7 MB	208.4 MB	2.5 GB	5.4 KB
318	52/7b4950	15611519	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:TXIMETA_TXIMPORT	COMPLETED	0	2025-09-30 23:31:43.496	1m 34s	46s	48.3%	1020 MB	1.8 GB	111.4 MB	71.1 MB
265	5c/40debc	15611442	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:30:45.051	2m 37s	2m 28s	61.2%	45.6 MB	745.8 MB	2.9 GB	1.3 KB
270	a5/23d0d4	15611500	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:31:22.069	2m 11s	1m 47s	77.9%	8.9 MB	209.7 MB	2.3 GB	273.5 KB
244	be/27f6df	15611388	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:27:23.806	6m 9s	5m 29s	36.6%	898 MB	1.6 GB	3.6 GB	28 KB
314	4b/42a44c	15611509	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:31:29.938	2m 3s	1m 28s	76.8%	8.7 MB	209.5 MB	2 GB	255 KB
327	ff/742fa9	15611535	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:32:55.179	37.5s	30s	70.3%	56.2 MB	71.2 MB	1.1 GB	98.1 MB
288	36/8340e0	15611497	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:31:19.975	2m 18s	1m 56s	77.2%	8.6 MB	209.9 MB	2.7 GB	223.1 KB
308	df/fadef7	15611498	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:31:20.569	2m 22s	2m 1s	76.6%	9.2 MB	209.9 MB	2.8 GB	273.7 KB
305	8e/b5a345	15611501	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:31:23.816	2m 24s	1m 56s	80.7%	9.1 MB	209.9 MB	2.5 GB	275.5 KB
323	07/5b305c	15611528	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:32:48.362	59.1s	50s	47.8%	19 MB	208.4 MB	2.9 GB	2.2 MB
312	f5/cc88b6	15611508	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:31:29.440	2m 23s	1m 50s	80.3%	9.2 MB	209.9 MB	2.6 GB	270.6 KB
328	65/a6a1c0	15611537	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:32:58.804	53.7s	30s	70.0%	54.8 MB	69.9 MB	1.1 GB	96.5 MB
313	1d/3b769b	15611503	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_Sal_8)	COMPLETED	0	2025-09-30 23:31:24.959	2m 33s	1m 55s	80.9%	8.9 MB	209.7 MB	2.8 GB	275.2 KB
286	1d/e6876d	15611507	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:31:29.021	2m 28s	1m 54s	80.3%	9.2 MB	209.9 MB	2.8 GB	270.7 KB
280	d9/0aa925	15611511	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:31:31.009	2m 26s	1m 49s	80.2%	9.3 MB	209.9 MB	2.6 GB	270 KB
299	b6/539b3e	15611513	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:31:33.096	2m 29s	1m 50s	82.1%	9.3 MB	209.7 MB	2.6 GB	267.4 KB
263	cd/36ed1a	15611495	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:31:18.949	2m 49s	2m 11s	66.3%	492.7 MB	1.2 GB	2.9 GB	27.9 KB
279	d1/81f8c3	15611502	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:31:24.842	2m 43s	2m 15s	80.5%	9.4 MB	209.9 MB	3.4 GB	279.7 KB
301	36/ffd541	15611505	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_oxy_3)	COMPLETED	0	2025-09-30 23:31:26.820	2m 41s	2m 6s	80.3%	9.2 MB	209.5 MB	3.2 GB	274.6 KB
262	0b/e79ff6	15611514	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:31:33.456	2m 34s	1m 54s	64.9%	115.7 MB	827 MB	2.9 GB	47.2 MB
326	b4/a339f7	15611530	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:32:49.554	1m 18s	1m 5s	94.5%	195.5 MB	791.6 MB	3.7 GB	15 MB
266	f3/8a5e3f	15611441	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:30:43.692	3m 29s	3m 22s	73.6%	10.1 GB	10.7 GB	2.9 GB	185.2 KB
285	6e/d0197b	15611504	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:31:25.878	2m 52s	2m 14s	82.7%	9.1 MB	209.9 MB	3.3 GB	279.5 KB
274	ed/4762b5	15611506	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:31:28.142	2m 50s	2m 19s	63.6%	9.3 MB	209.7 MB	2.5 GB	274 KB
342	e0/09be94	15611554	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:33:49.809	32.7s	3s	84.9%	59.8 MB	760.1 MB	67.1 MB	798 B
346	a7/f1135b	15611558	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:34:08.500	14.4s	1s	26.1%	8.5 MB	20 MB	16.8 MB	3.5 KB
337	ec/a7c367	15611546	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE_UNIFIED (all_samples)	COMPLETED	0	2025-09-30 23:33:22.883	1m 5s	21s	92.6%	757.3 MB	1.5 GB	63.6 MB	12.9 MB
336	73/bdefaa	15611547	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	COMPLETED	0	2025-09-30 23:33:23.996	1m 9s	18s	115.9%	705.4 MB	1.6 GB	80.8 MB	4.5 MB
331	32/ccc5c3	15611539	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:33:14.683	1m 18s	1m 12s	39.4%	28.7 MB	208.4 MB	3.5 GB	3.1 MB
238	56/4e3c11	15611387	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:27:22.533	7m 15s	6m 37s	43.6%	882.1 MB	1.5 GB	3.7 GB	1.7 KB
338	78/e19619	15611545	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_TRANSCRIPT_UNIFIED (all_samples)	COMPLETED	0	2025-09-30 23:33:20.546	1m 17s	37s	93.2%	792.4 MB	1.6 GB	71.7 MB	14.8 MB
335	76/dfc45f	15611538	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:33:13.983	1m 29s	1m 17s	92.7%	197.8 MB	855.6 MB	4.3 GB	15 MB
354	c5/b7e1ae	15611571	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:34:44.330	8.2s	0ms	43.4%	7.9 MB	19.5 MB	16.8 MB	3.5 KB
176	8e/317839	15611245	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:19:55.744	15m 7s	14m 17s	85.4%	5.8 GB	32.4 GB	20.2 GB	16.7 GB
256	a4/cdd37f	15611428	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:29:51.117	5m 11s	4m 54s	47.8%	2.4 GB	4.5 GB	3.3 GB	811.5 MB
171	36/2a5bae	15611226	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:19:04.133	16m 3s	15m 5s	58.2%	19.4 GB	32.8 GB	3.8 GB	2 GB
260	53/57f06c	15611496	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:31:19.284	3m 48s	3m 5s	75.7%	882.3 MB	1.5 GB	3 GB	1.7 KB
347	48/c2c1a4	15611569	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:34:38.231	34.3s	4s	87.2%	59.9 MB	760.1 MB	63.9 MB	798 B
325	62/95d21f	15611531	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:32:51.284	2m 26s	2m 15s	76.8%	1.6 GB	4.5 GB	2.9 GB	161.2 MB
253	e9/e9acb3	15611427	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:29:50.688	5m 27s	4m 57s	42.8%	597.8 MB	969 MB	3.8 GB	279.4 MB
343	20/b10f7a	15611555	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:33:49.988	1m 28s	49s	82.2%	672.2 MB	1.4 GB	713.8 MB	43.1 MB
254	19/b0fef3	15611424	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:29:48.246	5m 39s	5m 19s	47.5%	2.4 GB	4.5 GB	3.3 GB	839.5 MB
355	91/888586	15611574	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:35:03.225	29.3s	13s	54.4%	7.6 MB	18.5 MB	405.8 MB	405.8 MB
363	f9/b411ae	15611583	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:35:20.910	41.6s	2s	60.1%	7.5 MB	18.5 MB	80.7 MB	80.6 MB
361	1b/8bda40	15611577	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:35:09.774	1m 3s	51s	31.9%	23.1 MB	208.4 MB	2 GB	2.8 MB
362	ca/619148	15611580	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:35:14.249	58.3s	33s	134.7%	190.5 MB	855.6 MB	2.8 GB	15 MB
364	a7/84eb8f	15611584	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:35:28.310	49.3s	11s	48.9%	7.6 MB	18.5 MB	419.8 MB	419.8 MB
350	06/7a7630	15611568	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:34:37.701	1m 40s	1m 7s	57.4%	672.2 MB	1.4 GB	348.8 MB	41.5 MB
366	5b/443f57	15611599	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:36:03.863	13.8s	6s	71.3%	30.9 MB	46 MB	241.9 MB	28.2 MB
344	7d/8394e1	15611553	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:33:49.573	2m 33s	2m 7s	72.6%	882.1 MB	1.5 GB	3 GB	1.7 KB
339	45/a2137a	15611557	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:33:51.785	2m 31s	1m 57s	70.0%	207.2 MB	908.7 MB	2.9 GB	28.2 KB
365	f5/aa4114	15611585	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:35:33.314	54.3s	37s	62.9%	70.8 MB	85.8 MB	1.2 GB	107.5 MB
334	60/afcc45	15611540	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:33:15.165	3m 17s	2m 56s	81.6%	2 GB	4.5 GB	3.8 GB	562.1 MB
332	f6/91ee99	15611541	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:33:15.975	3m 17s	2m 54s	81.3%	2 GB	4.5 GB	3.8 GB	544.7 MB
370	50/240873	15611607	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:36:16.390	16.2s	2s	98.4%	63.6 MB	760.1 MB	66.9 MB	797 B
367	54/93e344	15611612	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:36:19.654	13s	0ms	43.0%	8.3 MB	20 MB	16.8 MB	3.5 KB
352	cc/1dfec2	15611564	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:34:35.595	2m 7s	2m 3s	68.7%	45.6 MB	745.8 MB	3.5 GB	1.3 KB
209	86/ad969b	15611313	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:23:47.635	13m	12m 39s	89.0%	5.7 GB	32.5 GB	19.4 GB	15.8 GB
321	d3/c5473a	15611534	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:32:54.611	4m 8s	3m 36s	90.7%	663.5 MB	949 MB	3.8 GB	255 MB
351	f1/c3db9c	15611566	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:34:36.649	2m 26s	2m 16s	73.4%	584.6 MB	1.3 GB	3.5 GB	27.9 KB
353	c5/6c9b59	15611567	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:34:36.968	2m 26s	2m	68.8%	114.8 MB	826 MB	3.5 GB	49.5 MB
375	f7/6e8150	15611613	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:36:20.460	47.1s	34s	72.4%	70.6 MB	85.7 MB	1.2 GB	111.7 MB
377	f4/283a88	15611616	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:36:33.950	33.6s	7s	59.6%	7.7 MB	18.5 MB	272.4 MB	272.4 MB
324	a5/418998	15611529	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:32:48.763	4m 24s	4m 17s	49.1%	1.6 GB	4.5 GB	3 GB	164.5 MB
376	99/bec5e8	15611617	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:36:34.318	43.2s	7s	58.5%	7.6 MB	18.5 MB	281.1 MB	281.1 MB
341	18/21a012	15611552	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:33:49.140	3m 28s	3m 4s	35.8%	101.1 MB	812 MB	2.9 GB	34.6 MB
340	44/aa52dd	15611551	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:33:48.436	3m 34s	3m 7s	35.1%	45.5 MB	745.8 MB	2.9 GB	1.3 KB
379	a6/737e2c	15611624	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:37:13.463	9.1s	1s	71.3%	7.7 MB	18.5 MB	82.3 MB	82.3 MB
345	6b/fa2774	15611556	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:33:50.562	3m 32s	2m 56s	79.4%	3.7 GB	4.3 GB	2.9 GB	887.5 KB
372	5b/cc7f32	15611605	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:36:14.309	1m 18s	1m 4s	60.5%	674.2 MB	1.4 GB	552.1 MB	41.1 MB
360	54/90ba5e	15611576	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:35:09.023	2m 29s	2m 19s	65.0%	1.8 GB	4.5 GB	2.1 GB	311.9 MB
381	b3/e80f63	15611626	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:37:24.926	12.6s	7s	66.9%	31.4 MB	46.3 MB	246.9 MB	28.6 MB
378	61/2dedc0	15611622	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:37:08.343	29.2s	21s	74.1%	56.7 MB	71.7 MB	817.2 MB	80.4 MB
368	ff/ca2b06	15611608	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:36:17.061	1m 20s	1m 4s	73.5%	152.5 MB	1.6 GB	2 GB	37.6 MB
359	15/fedb91	15611579	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:35:11.874	2m 36s	2m 28s	57.1%	1.8 GB	4.5 GB	2.2 GB	325.1 MB
380	57/2ace2d	15611625	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:37:18.376	29.2s	22s	74.3%	56.3 MB	71.2 MB	843.3 MB	82.5 MB
