Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
Nac_oxy_5_2 - illumina_universal_adapter	(1, 0.00016189718930704764)	(2, 0.00017019960927151163)	(3, 0.00017850202923597563)	(4, 0.00020340928912936757)	(5, 0.00022001412905829553)	(6, 0.0002822822787917754)	(7, 0.00031134074866739935)	(8, 0.00035700405847195125)	(9, 0.00038606252834757517)	(10, 0.0004981451978678389)	(12, 0.0006704204121304666)	(14, 0.0011664900050071896)	(16, 0.0020631513611693)	(18, 0.002874712912695654)	(20, 0.0035804186096750922)	(22, 0.004574633400419654)	(24, 0.005438085076723908)	(26, 0.006289083123081466)	(28, 0.007814652791551724)	(30, 0.009761570273218527)	(32, 0.012111155123161833)	(34, 0.015330418464382742)	(36, 0.019087263498302694)	(38, 0.024193251776448044)	(40, 0.03173184910418134)	(42, 0.04236517347366858)	(44, 0.05554526516725515)	(46, 0.07233898515037468)	(48, 0.0970760454344951)	(50, 0.13471506634339256)	(52, 0.18741052585784546)	(54, 0.2502224840989977)	(56, 0.3249733222490492)	(58, 0.42346285468249434)	(60, 0.5625699011870884)	(62, 0.7374852849984155)	(64, 0.9481467379667423)	(66, 1.188115733409627)	(68, 1.4643891357521217)	(70, 1.778486287847723)	(72, 2.1358805600580038)	(74, 2.5329375680435207)	(76, 2.9790058366842596)	(78, 3.456162516881933)	(80, 3.9568586332838533)	(82, 4.480884549785918)	(84, 5.0222417679638)	(86, 5.5964309058911565)	(88, 6.188088335423744)	(90, 6.78943261344987)	(92, 7.439179999868822)	(94, 8.106192268603877)	(96, 8.808203388699127)	(98, 9.515538435596593)	(100, 10.244069560663334)	(102, 10.951271768841366)	(104, 11.653349308296335)	(106, 12.379576511822936)	(108, 13.111214817561379)	(110, 13.876747752804745)	(112, 14.635811027290803)	(114, 15.400762793136655)	(116, 16.16958556229094)	(118, 16.99175760653188)	(120, 17.805145690450416)	(122, 18.5983132305455)	(124, 19.389749716077993)	(126, 20.183068775337432)	(128, 20.997235211127634)	(130, 21.822228002551498)	(132, 22.637324309377725)	(134, 23.467908780647655)	(136, 24.31960423028223)	(138, 25.16815306275027)
Nac_oxy_5_2 - polya	(1, 0.01669616654853707)	(2, 0.020195636563558637)	(3, 0.021656862477304296)	(4, 0.0233962194598595)	(5, 0.02491141110337418)	(6, 0.026065447478434672)	(7, 0.02746440524244685)	(8, 0.030930665577610567)	(9, 0.03457127673202802)	(10, 0.039125154082536515)	(12, 0.042819730966722994)	(14, 0.04676338044984338)	(16, 0.0511387557711159)	(18, 0.0555639456121752)	(20, 0.06003894997302128)	(22, 0.06445998860409835)	(24, 0.06920689721878065)	(26, 0.07380851348408479)	(28, 0.07819841804029513)	(30, 0.08211093344854878)	(32, 0.08601307083184685)	(34, 0.09011654189928317)	(36, 0.09410793029719924)	(38, 0.09911844074575324)	(40, 0.1035104209069547)	(42, 0.10754954821966642)	(44, 0.1114267783430711)	(46, 0.11539533508608488)	(48, 0.11997204409149564)	(50, 0.12492443760029842)	(52, 0.1294492564809313)	(54, 0.1336440541679767)	(56, 0.13770393753059962)	(58, 0.14168287229856896)	(60, 0.14610598653463716)	(62, 0.15082798788942603)	(64, 0.1550892049361872)	(66, 0.16660881263688096)	(68, 0.18071462415650527)	(70, 0.19033090208034567)	(72, 0.1942662491435016)	(74, 0.1980832867221639)	(76, 0.20176956118638592)	(78, 0.20544960883563457)	(80, 0.20909437120003427)	(82, 0.21293216482860775)	(84, 0.21649805420334503)	(86, 0.21989997078378415)	(88, 0.22339113837884123)	(90, 0.22665398942487558)	(92, 0.22996873059568784)	(94, 0.233765012124439)	(96, 0.23698635107065102)	(98, 0.24028241179654322)	(100, 0.24367395035202677)	(102, 0.24693472579306996)	(104, 0.2501104014294775)	(106, 0.25330060630082274)	(108, 0.25637250168767445)	(110, 0.259461001914455)	(112, 0.26257856061111123)	(114, 0.2656047926881584)	(116, 0.26842969108106723)	(118, 0.2713666721434964)	(120, 0.2743285604658189)	(122, 0.27750216049723525)	(124, 0.28063839963881154)	(126, 0.28372897547058323)	(128, 0.2867884172274882)	(130, 0.28986238821933097)	(132, 0.2929384348161649)	(134, 0.29604561548786557)	(136, 0.2991403425296195)	(138, 0.30213128932181765)
Nac_oxy_6_1 - illumina_universal_adapter	(1, 0.0002611589975150721)	(2, 0.00026599527524683275)	(3, 0.0002756678307103539)	(4, 0.0003143580525644387)	(5, 0.00033370316349148107)	(6, 0.0004497738290537354)	(7, 0.0004691189399807777)	(8, 0.0004981366063713413)	(9, 0.0005029728841031019)	(10, 0.0005755170500795108)	(12, 0.000691587715641765)	(14, 0.0008971295192415905)	(16, 0.0012235782661354304)	(18, 0.001576626540553954)	(20, 0.0019079115651795548)	(22, 0.0021497254517675846)	(24, 0.0024592472266002623)	(26, 0.002834058750811709)	(28, 0.00349421066119703)	(30, 0.00430428718126693)	(32, 0.005390031532047183)	(34, 0.0065410656322062045)	(36, 0.007996785229466145)	(38, 0.010115074875977285)	(40, 0.013553668343259068)	(42, 0.0192072770116872)	(44, 0.02641091269314461)	(46, 0.03557082271709918)	(48, 0.04989345921970818)	(50, 0.07330346158029534)	(52, 0.10492304539054612)	(54, 0.14489004456581567)	(56, 0.19319236841177462)	(58, 0.2544631709954496)	(60, 0.3376278028708048)	(62, 0.4486010317037834)	(64, 0.5821016422113028)	(66, 0.7415488827497179)	(68, 0.9202324179662107)	(70, 1.1213973902187928)	(72, 1.3411675229054576)	(74, 1.5922332087943456)	(76, 1.8686675895251834)	(78, 2.1668579656323463)	(80, 2.4792307261878976)	(82, 2.812803310180621)	(84, 3.1844905989773498)	(86, 3.574688740792392)	(88, 3.987443281948366)	(90, 4.406032792187709)	(92, 4.873074550882695)	(94, 5.382520792729759)	(96, 5.898002709186059)	(98, 6.446228644025245)	(100, 7.0275492273828695)	(102, 7.609720995621283)	(104, 8.200726225136757)	(106, 8.818243929177743)	(108, 9.457270978430733)	(110, 10.112746208249442)	(112, 10.763020021367643)	(114, 11.442949889536997)	(116, 12.164031644925906)	(118, 12.945627325433467)	(120, 13.711449486118891)	(122, 14.45860361475972)	(124, 15.230563011886748)	(126, 16.029542692701124)	(128, 16.85094335707994)	(130, 17.68255582188937)	(132, 18.512845564739163)	(134, 19.348943677144803)	(136, 20.23029000400879)	(138, 21.114692858399252)
Nac_oxy_6_1 - polya	(1, 0.08071747534308434)	(2, 0.08413188742170731)	(3, 0.0868208578405662)	(4, 0.08953884592581565)	(5, 0.0924551213980673)	(6, 0.09443315899035738)	(7, 0.0976589562374417)	(8, 0.10319649424030758)	(9, 0.11093453861112453)	(10, 0.12122371948544519)	(12, 0.1274939535646728)	(14, 0.13429859633325997)	(16, 0.1415941212916208)	(18, 0.14885337416699346)	(20, 0.15541136677126083)	(22, 0.16150507671327918)	(24, 0.167589114099834)	(26, 0.17316776046341986)	(28, 0.17904141976864313)	(30, 0.1851568929604544)	(32, 0.1912312577915457)	(34, 0.19672526929482573)	(36, 0.20302935731817567)	(38, 0.20981949125356755)	(40, 0.2170497264625496)	(42, 0.2233755777356925)	(44, 0.22874626415681265)	(46, 0.23488108245955094)	(48, 0.2408659761526047)	(50, 0.24674930801329145)	(52, 0.25194105215833645)	(54, 0.25736493763450596)	(56, 0.26315879835715517)	(58, 0.26822721742004024)	(60, 0.2737091382289909)	(62, 0.2796118152006047)	(64, 0.29449545992009796)	(66, 0.34093581683932905)	(68, 0.3475034819990599)	(70, 0.3536358821629324)	(72, 0.3591855108601276)	(74, 0.3647399758350547)	(76, 0.36964637959392577)	(78, 0.3752346985129752)	(80, 0.3811301210679914)	(82, 0.38664831395993016)	(84, 0.3918594032159022)	(86, 0.3970898375828013)	(88, 0.40221629197846753)	(90, 0.4072145850142421)	(92, 0.41214033388404026)	(94, 0.4169669390603373)	(96, 0.4222529906211517)	(98, 0.4272343566848651)	(100, 0.43240917385784894)	(102, 0.4374606659486729)	(104, 0.4423815785407393)	(106, 0.44756365013032073)	(108, 0.4524531269171307)	(110, 0.4574635106472347)	(112, 0.46263590968135265)	(114, 0.46827984579431725)	(116, 0.4733821188013247)	(118, 0.47861738944595555)	(120, 0.4838454056739887)	(122, 0.4887227917664693)	(124, 0.492971461753821)	(126, 0.49756108932126175)	(128, 0.5023876944975589)	(130, 0.5072457354791124)	(132, 0.5125366233176585)	(134, 0.5181201059589761)	(136, 0.5237519513776112)	(138, 0.5290936201323408)
Nac_oxy_6_2 - illumina_universal_adapter	(1, 0.00033853944122324165)	(2, 0.00033853944122324165)	(3, 0.00033853944122324165)	(4, 0.0003772296630773264)	(5, 0.0003772296630773264)	(6, 0.0004014110517361294)	(7, 0.0004014110517361294)	(8, 0.0004159198849314112)	(9, 0.00042559244039493235)	(10, 0.0005078091618348625)	(12, 0.0006238798273971168)	(14, 0.0008463486030581041)	(16, 0.0011582885167566626)	(18, 0.001511336791175186)	(20, 0.0019200022595089563)	(22, 0.002265796117329839)	(24, 0.002657534613602447)	(26, 0.003208870275023155)	(28, 0.004164035127045872)	(30, 0.005208671117106161)	(32, 0.006630536770243776)	(34, 0.008233762838322414)	(36, 0.009820061934339888)	(38, 0.012148729662182615)	(40, 0.015838809571515948)	(42, 0.02153836287839581)	(44, 0.029053938473551776)	(46, 0.0385136977168755)	(48, 0.053082984383804294)	(50, 0.07672996435324772)	(52, 0.10849463649545132)	(54, 0.14873488536256535)	(56, 0.19734189470562521)	(58, 0.2587698763155824)	(60, 0.34191758121887644)	(62, 0.45251358038877776)	(64, 0.5847881944912958)	(66, 0.7430191111801732)	(68, 0.9213278348724545)	(70, 1.1204398072279043)	(72, 1.338113413517851)	(74, 1.586543328042929)	(76, 1.861260830178992)	(78, 2.1563970968985484)	(80, 2.4645574595497357)	(82, 2.793030188674318)	(84, 3.1581860843943037)	(86, 3.5412289533052066)	(88, 3.946859657362297)	(90, 4.357065480153633)	(92, 4.814606371244576)	(94, 5.31505955464943)	(96, 5.821720100523)	(98, 6.359963958123831)	(100, 6.929641202842242)	(102, 7.498580915206558)	(104, 8.076953787286673)	(106, 8.680073892520209)	(108, 9.303661125114553)	(110, 9.942777645505583)	(112, 10.575111286377815)	(114, 11.23403478221927)	(116, 11.928388848723603)	(118, 12.682398401049202)	(120, 13.418090551465758)	(122, 14.13122146626365)	(124, 14.863948978430637)	(126, 15.619184527161238)	(128, 16.395528010052107)	(130, 17.17527381432727)	(132, 17.95046142684025)	(134, 18.728691058046508)	(136, 19.546046176102706)	(138, 20.362513837195124)
Nac_oxy_6_2 - polya	(1, 0.024171716103339454)	(2, 0.02917726355571167)	(3, 0.03178401725313063)	(4, 0.0342795365627191)	(5, 0.036818582371893414)	(6, 0.03880629251964701)	(7, 0.04091007333296288)	(8, 0.046152598394191356)	(9, 0.05131774301171167)	(10, 0.05840530802760683)	(12, 0.06416289666726782)	(14, 0.06964965375395021)	(16, 0.07591988783317782)	(18, 0.08220221260673483)	(20, 0.08912776231861601)	(22, 0.09512232856713326)	(24, 0.10178671928149936)	(26, 0.10857685321689124)	(28, 0.11495590354508348)	(30, 0.12109555812555355)	(32, 0.12706352484654612)	(34, 0.13341597564721364)	(36, 0.13941537817346267)	(38, 0.1462949832468921)	(40, 0.1524975094378751)	(42, 0.15799877535775275)	(44, 0.16354598591608216)	(46, 0.16962276888603933)	(48, 0.1765870088197746)	(50, 0.18382208030648847)	(52, 0.190800829073419)	(54, 0.19674219626688688)	(56, 0.20207177432728707)	(58, 0.2078221085503504)	(60, 0.21437042859915426)	(62, 0.22132983225515776)	(64, 0.2274380510303714)	(66, 0.25003555873202277)	(68, 0.28556527308840196)	(70, 0.3325110210306021)	(72, 0.3384233705576794)	(74, 0.34418579547507216)	(76, 0.34909461737280917)	(78, 0.35477724370762787)	(80, 0.3602785096275055)	(82, 0.36584022901903024)	(84, 0.3709473383037694)	(86, 0.375885177867897)	(88, 0.38084719882068335)	(90, 0.3861816131588153)	(92, 0.3913636847483968)	(94, 0.39592913092717874)	(96, 0.40098062301800275)	(98, 0.4061578583298524)	(100, 0.4115237084732408)	(102, 0.41702739253198434)	(104, 0.42285994347648764)	(106, 0.42790901742844567)	(108, 0.4323487203862019)	(110, 0.43659980851241953)	(112, 0.44097905799852866)	(114, 0.4453268716793815)	(116, 0.4499189173856882)	(118, 0.45421353201149156)	(120, 0.45874754238501714)	(122, 0.4627955068465007)	(124, 0.46734160791435575)	(126, 0.4716845853174767)	(128, 0.4762403589407952)	(130, 0.48049628334474453)	(132, 0.4845321571118988)	(134, 0.4886454113227611)	(136, 0.49229196473250864)	(138, 0.4962359492227594)
Nac_oxy_7_1 - illumina_universal_adapter	(1, 0.00020542435689501173)	(2, 0.00021853654988831034)	(3, 0.00023164874288160897)	(4, 0.0002578731288682062)	(5, 0.00026224385986597243)	(6, 0.00034965847982129655)	(7, 0.0003671414038123614)	(8, 0.00037588286580789377)	(9, 0.00041084871379002346)	(10, 0.0004611121202643348)	(12, 0.0006031608776917365)	(14, 0.0010074534949851108)	(16, 0.0018204094605696252)	(18, 0.0025525069026954648)	(20, 0.0032867897103201872)	(22, 0.004351062708276259)	(24, 0.005413150340733447)	(26, 0.007082769581880139)	(28, 0.01023843736226734)	(30, 0.014325070845178742)	(32, 0.019255255410659027)	(34, 0.026615566410897316)	(36, 0.0353745113304208)	(38, 0.0482812799668244)	(40, 0.06796923774626228)	(42, 0.09792841337045075)	(44, 0.13540961704179486)	(46, 0.1811230925474316)	(48, 0.25062645687390983)	(50, 0.3638917653155222)	(52, 0.5233535150380245)	(54, 0.7163387715133935)	(56, 0.9426399250192357)	(58, 1.2340147069853198)	(60, 1.6215892782122383)	(62, 2.1117405352257315)	(64, 2.6595657731202493)	(66, 3.2673093622631435)	(68, 3.9401396920592733)	(70, 4.700260075977291)	(72, 5.494004493461124)	(74, 6.370648565779589)	(76, 7.3075191258817735)	(78, 8.277124275791728)	(80, 9.276854689103786)	(82, 10.305145644120746)	(84, 11.411154752374486)	(86, 12.554256069240772)	(88, 13.70883274034169)	(90, 14.868951498347776)	(92, 16.10740686802683)	(94, 17.405247359772527)	(96, 18.68427185457284)	(98, 19.981937517078634)	(100, 21.308607350485595)	(102, 22.617269772181764)	(104, 23.913729112932174)	(106, 25.212063497280617)	(108, 26.531237527026413)	(110, 27.85012308852636)	(112, 29.125830198499372)	(114, 30.413364506552337)	(116, 31.714513641663345)	(118, 33.03704220744993)	(120, 34.32054233079196)	(122, 35.56943719145917)	(124, 36.80819414157707)	(126, 38.048306018304274)	(128, 39.29027327034002)	(130, 40.520885363243586)	(132, 41.73586990746463)	(134, 42.918930632477995)	(136, 44.10108006007832)	(138, 45.27796057146084)
Nac_oxy_7_1 - polya	(1, 0.03786364263364865)	(2, 0.04206828585349974)	(3, 0.04515402193792268)	(4, 0.04911827495289663)	(5, 0.05240069393221905)	(6, 0.05497505448990335)	(7, 0.058602761218049304)	(8, 0.06497091628179466)	(9, 0.07397899286819082)	(10, 0.08520958616695108)	(12, 0.09340907751876049)	(14, 0.10172220787651182)	(16, 0.11002222604126985)	(18, 0.11830694664753569)	(20, 0.1264037258208976)	(22, 0.13387986119257667)	(24, 0.1416619477340994)	(26, 0.1487490880469773)	(28, 0.15589741859382394)	(30, 0.16299330036869739)	(32, 0.16997117240663112)	(34, 0.1768550737281129)	(36, 0.18403618475744277)	(38, 0.19251540289310923)	(40, 0.20068866985893202)	(42, 0.2079222296602351)	(44, 0.21463348710730512)	(46, 0.22161572987623662)	(48, 0.22851711412170947)	(50, 0.23559332760709295)	(52, 0.24241822406010488)	(54, 0.24890220349529107)	(56, 0.2549993732371749)	(58, 0.2616101038712963)	(60, 0.268365068628344)	(62, 0.2746261407826441)	(64, 0.2826529882600417)	(66, 0.29088744545983325)	(68, 0.2969474639882361)	(70, 0.30307304348160546)	(72, 0.3089713449630909)	(74, 0.31484342205858984)	(76, 0.32073735280907756)	(78, 0.3264783079746435)	(80, 0.3321908533887239)	(82, 0.3377241988318959)	(84, 0.34329688085404786)	(86, 0.3485789092648483)	(88, 0.353987688874584)	(90, 0.3589878051360285)	(92, 0.36460637983365696)	(94, 0.3702009155107977)	(96, 0.3757888950914418)	(98, 0.38078682598738745)	(100, 0.3857104544563711)	(102, 0.39024071713555575)	(104, 0.3947666090837427)	(106, 0.3995787839122833)	(108, 0.40409811976397353)	(110, 0.40901300677096164)	(112, 0.4137880303860212)	(114, 0.41893893686688866)	(116, 0.42369647755795725)	(118, 0.42821144267864975)	(120, 0.4329711687352171)	(122, 0.43780301185324766)	(124, 0.44314185976701903)	(126, 0.4484348150053139)	(128, 0.45417577017087984)	(130, 0.45984897900598043)	(132, 0.4655593390545619)	(134, 0.47171114293391786)	(136, 0.47779738584830733)	(138, 0.48392296534167667)
Nac_oxy_7_2 - illumina_universal_adapter	(1, 0.00020979508789277791)	(2, 0.00021416581889054413)	(3, 0.00021853654988831034)	(4, 0.00025350239787044)	(5, 0.0002578731288682062)	(6, 0.00029720970784810207)	(7, 0.0003278048248324655)	(8, 0.0003452877488235303)	(9, 0.00036277067281459516)	(10, 0.00041521944478778964)	(12, 0.0005463413747207759)	(14, 0.0009222242405286696)	(16, 0.0017395509371109503)	(18, 0.0025087995927178027)	(20, 0.0033523506752866803)	(22, 0.00453463341018244)	(24, 0.005725657607073731)	(26, 0.007495803661169045)	(28, 0.010824115315968011)	(30, 0.015028758535819102)	(32, 0.020037616259259178)	(34, 0.02749845407244609)	(36, 0.03639289165290032)	(38, 0.04938488954376037)	(40, 0.06909470097818708)	(42, 0.09909539854685433)	(44, 0.13632528518582687)	(46, 0.1817590339076066)	(48, 0.2508209544033104)	(50, 0.36317059470089075)	(52, 0.5212271544076112)	(54, 0.7125384209108359)	(56, 0.9359068139171767)	(58, 1.223221186786336)	(60, 1.604748851677845)	(62, 2.085780578464499)	(64, 2.6223009206332946)	(66, 3.216982580189365)	(68, 3.875972990281068)	(70, 4.62088104496136)	(72, 5.398543357738912)	(74, 6.256358320919)	(76, 7.1738272061221)	(78, 8.121941471716038)	(80, 9.09694884513923)	(82, 10.096253112179006)	(84, 11.167630733371947)	(86, 12.275324758425327)	(88, 13.39197659665863)	(90, 14.51387112672375)	(92, 15.706986718397474)	(94, 16.957529344650847)	(96, 18.19212754422437)	(98, 19.443699477627714)	(100, 20.719732207060062)	(102, 21.97481820818561)	(104, 23.21742140158154)	(106, 24.459139521950423)	(108, 25.715466810679338)	(110, 26.96777302689031)	(112, 28.179195425348176)	(114, 29.39567257420496)	(116, 30.616505156501017)	(118, 31.854991121297054)	(120, 33.05245121958255)	(122, 34.209106173272914)	(124, 35.349495451555086)	(126, 36.4809946629878)	(128, 37.6101708308952)	(130, 38.7162367586519)	(132, 39.79922959747141)	(134, 40.85119680230327)	(136, 41.896621022831475)	(138, 42.93282518631989)
Nac_oxy_7_2 - polya	(1, 0.018684875015450533)	(2, 0.024261927768600214)	(3, 0.026761985899322483)	(4, 0.03011870730560693)	(5, 0.03297716537814603)	(6, 0.03497458944412519)	(7, 0.037199291521988184)	(8, 0.04261025649722275)	(9, 0.04952475293568889)	(10, 0.05852190269459062)	(12, 0.06675635989438217)	(14, 0.0738784660552422)	(16, 0.08177637696820572)	(18, 0.08929184891886471)	(20, 0.09819065723031672)	(22, 0.1057585779529489)	(24, 0.11440825459752824)	(26, 0.12352122872787077)	(28, 0.13085312997662357)	(30, 0.13841449460275912)	(32, 0.1459430787464114)	(34, 0.15359404335800114)	(36, 0.16098057874422605)	(38, 0.16924781642650083)	(40, 0.17711731758797888)	(42, 0.18414108230138918)	(44, 0.1906993641635374)	(46, 0.19807060199127008)	(48, 0.2064121421005069)	(50, 0.21467719441728278)	(52, 0.22238716389734237)	(54, 0.22933881154928953)	(56, 0.2357681568470036)	(58, 0.242510009411058)	(60, 0.25046036909599473)	(62, 0.2587822409157416)	(64, 0.26588467878711164)	(66, 0.29026898702364934)	(68, 0.3223501525472533)	(70, 0.33949871561698897)	(72, 0.3459040218942154)	(74, 0.35210171844904786)	(76, 0.35822948330791604)	(78, 0.3643047993948111)	(80, 0.3700107887123949)	(82, 0.37611014381977764)	(84, 0.3815691868359876)	(86, 0.3870129322937054)	(88, 0.3927101801492937)	(90, 0.3978392329751723)	(92, 0.402837163871118)	(94, 0.4077258264921195)	(96, 0.41271938665706737)	(98, 0.4181237955358053)	(100, 0.42340145321560796)	(102, 0.42806939392122234)	(104, 0.43290997850124835)	(106, 0.4376850021163079)	(108, 0.44225460137447253)	(110, 0.4465007665388024)	(112, 0.4507054097586535)	(114, 0.4551766675693683)	(116, 0.45954302783613676)	(118, 0.46369522228401466)	(120, 0.46797853866182554)	(122, 0.4723427135630951)	(124, 0.47675715187083895)	(126, 0.480924643877209)	(128, 0.48506154076659475)	(130, 0.48909791084303184)	(132, 0.49339215404833714)	(134, 0.4977912947975888)	(136, 0.5019281916869744)	(138, 0.5060301227283781)
Nac_oxy_8_1 - illumina_universal_adapter	(1, 6.0033875400634996e-05)	(2, 0.00010720334892970534)	(3, 0.00016294909037315212)	(4, 0.0002701524393028575)	(5, 0.0003344744486606807)	(6, 0.001183524972183947)	(7, 0.0012306944457130173)	(8, 0.0012821520531992759)	(9, 0.0013807791342146049)	(10, 0.0015137112868874396)	(12, 0.0017902959271260794)	(14, 0.00272510912979311)	(16, 0.004386761038203542)	(18, 0.005750387636589395)	(20, 0.007071132895403365)	(22, 0.009279521883355294)	(24, 0.01151149560807176)	(26, 0.01450246904321054)	(28, 0.019390941754405103)	(30, 0.0248861854205418)	(32, 0.03208810640163941)	(34, 0.04132903507938)	(36, 0.052306658009781834)	(38, 0.06861228738199002)	(40, 0.09229993936149772)	(42, 0.12576882489735172)	(44, 0.16625738572112284)	(46, 0.21577246852477516)	(48, 0.2921291258334471)	(50, 0.4089035897555965)	(52, 0.5610187096859127)	(54, 0.7475739774933858)	(56, 0.9652225046244309)	(58, 1.2445494065286926)	(60, 1.6016609143493699)	(62, 2.0545114449652098)	(64, 2.5774279403745264)	(66, 3.1687101554632946)	(68, 3.842380288271521)	(70, 4.603892845192747)	(72, 5.377463634801586)	(74, 6.24750242997831)	(76, 7.183021030681298)	(78, 8.164268291903742)	(80, 9.159962276427951)	(82, 10.169005221960889)	(84, 11.289391709759197)	(86, 12.422998514547515)	(88, 13.5695897889582)	(90, 14.712739835868243)	(92, 15.971026279528786)	(94, 17.319316366816757)	(96, 18.594868981855917)	(98, 19.918986858027218)	(100, 21.28691874290609)	(102, 22.63004377284262)	(104, 23.956693792115637)	(106, 25.27174655310144)	(108, 26.588383779584426)	(110, 27.916468179666122)	(112, 29.172261073430562)	(114, 30.45130422951088)	(116, 31.740482390199006)	(118, 33.04031227563679)	(120, 34.286757037374564)	(122, 35.50044259974639)	(124, 36.70368012373153)	(126, 37.90527529241107)	(128, 39.120890515063635)	(130, 40.29531392292345)	(132, 41.44045366398963)	(134, 42.570044631327036)	(136, 43.68737582368085)	(138, 44.767070064292426)
Nac_oxy_8_1 - polya	(1, 0.10721192519761973)	(2, 0.11225477073127306)	(3, 0.11517927809007543)	(4, 0.1188627851593001)	(5, 0.12165864849938682)	(6, 0.12451883384883136)	(7, 0.12786357833543815)	(8, 0.1336311185078563)	(9, 0.14125542068373695)	(10, 0.1500053580233795)	(12, 0.15637752508376118)	(14, 0.16337361563491376)	(16, 0.17047262140103886)	(18, 0.17696271214524323)	(20, 0.1835921672430562)	(22, 0.18996219023645927)	(24, 0.19607278112545248)	(26, 0.2017845755564272)	(28, 0.2074127513752367)	(30, 0.2133518169059424)	(32, 0.219027162198281)	(34, 0.22457600753888254)	(36, 0.2303821409169154)	(38, 0.2368893841969485)	(40, 0.24330872073085924)	(42, 0.24944932855755278)	(44, 0.2549381400227537)	(46, 0.26060919718113507)	(48, 0.26586644941264787)	(50, 0.2715396506380079)	(52, 0.2765460470330251)	(54, 0.2817132484514369)	(56, 0.28703911082626465)	(58, 0.2920605156901321)	(60, 0.29719126796990775)	(62, 0.30235632532134094)	(64, 0.31066029672943596)	(66, 0.31929445445223437)	(68, 0.3243909016603526)	(70, 0.3291978998263606)	(72, 0.3339727369876897)	(74, 0.33838093869567915)	(76, 0.34292421662332007)	(78, 0.3472059183795725)	(80, 0.3514125777915741)	(82, 0.3561895590198818)	(84, 0.3609236589086176)	(86, 0.3651453267894694)	(88, 0.3694398929475934)	(90, 0.373599382886066)	(92, 0.37796684732146213)	(94, 0.38208774405432)	(96, 0.38624508992581397)	(98, 0.3901001223533262)	(100, 0.3940816547325755)	(102, 0.3981296531881611)	(104, 0.40194394834308)	(106, 0.4058718790478645)	(108, 0.40964543693019007)	(110, 0.41366556251505404)	(112, 0.4179043829317346)	(114, 0.4220810254060359)	(116, 0.4260496933834136)	(118, 0.4300140732268341)	(120, 0.4339398598646399)	(122, 0.43811435827196266)	(124, 0.44217522112941987)	(126, 0.44669062618633903)	(128, 0.4513346752619739)	(130, 0.45628961404950485)	(132, 0.4614546714009381)	(134, 0.46702495741132555)	(136, 0.4724473028001901)	(138, 0.47754589407528686)
Nac_oxy_8_2 - illumina_universal_adapter	(1, 2.144066978594107e-05)	(2, 2.5728803743129284e-05)	(3, 3.430507165750571e-05)	(4, 9.005081310095249e-05)	(5, 0.0001286440187156464)	(6, 0.00018010162620190498)	(7, 0.0002101185639022225)	(8, 0.00024013550160253998)	(9, 0.0003130337788747396)	(10, 0.00039022019010412747)	(12, 0.0006046268879635382)	(14, 0.0014965587510586866)	(16, 0.0031539225255119317)	(18, 0.004601167736062953)	(20, 0.006005531607042093)	(22, 0.008323268010902322)	(24, 0.01074391962973507)	(26, 0.013842096413803556)	(28, 0.01885063687579939)	(30, 0.02451954996720221)	(32, 0.031935877646159225)	(34, 0.041245416467214836)	(36, 0.052315234277696215)	(38, 0.06849007556421016)	(40, 0.09224204955307566)	(42, 0.1256230283428073)	(44, 0.1660193942864989)	(46, 0.21533079072718475)	(48, 0.2906625840200887)	(50, 0.4062213619653753)	(52, 0.5570093044359417)	(54, 0.7410067003379521)	(56, 0.9548859577206286)	(58, 1.2292043191628945)	(60, 1.5789852619837585)	(62, 2.021111169572671)	(64, 2.529990458473132)	(66, 3.1056038320823345)	(68, 3.760183192513158)	(70, 4.501790231605117)	(72, 5.254683639272395)	(74, 6.101054079072418)	(76, 7.0116007316757205)	(78, 7.962680970509345)	(80, 8.925405637103713)	(82, 9.897763596632906)	(84, 10.973118245679803)	(86, 12.065203049360667)	(88, 13.165171587321822)	(90, 14.259209636020188)	(92, 15.456981933276893)	(94, 16.739890842119614)	(96, 17.956959742183663)	(98, 19.21609523636773)	(100, 20.51143330148536)	(102, 21.78532212054914)	(104, 23.041254378667187)	(106, 24.283095828601915)	(108, 25.518404306452865)	(110, 26.76476544957847)	(112, 27.942769449292538)	(114, 29.135185867236714)	(116, 30.32839344589599)	(118, 31.530856961701858)	(120, 32.680196929979104)	(122, 33.789194133987124)	(124, 34.88239814063081)	(126, 35.963653262002794)	(128, 37.049856889961376)	(130, 38.09486870312721)	(132, 39.108879451849546)	(134, 40.105499673308515)	(136, 41.08805910352186)	(138, 42.03576458093117)
